year,date,stage,type,winner,miles,km,start,finish,winning_country
1973,1973-07-20,18,mountain stage,luis ocaña (esp),134.5,216.5,brive-la-gaillarde,puy-de-dôme,esp
1973,1973-07-21,19,plain stage,barry hoban (gbr),145.1,233.5,bourges,versailles,gbr
1973,1973-07-22,20a,time trial,luis ocaña (esp),9.9,16.0,versailles,versailles,esp
1973,1973-07-22,20b,plain stage,bernard thévenet (fra),55.0,89.0,versailles,paris,fra
1974,1974-06-27,p,time trial,eddy merckx (bel),4.3,7.0,brest,brest,bel
1974,1974-06-28,1,plain stage,ercole gualazzini (ita),89.0,144.0,brest,saint-pol-de-léon,ita
1974,1974-06-29,2,plain stage,henk poppe (ned),102.0,164.0,plymouth (united kingdom),plymouth (united kingdom),ned
1974,1974-06-30,3,plain stage,patrick sercu (bel),120.0,190.0,morlaix,saint-malo,bel
1974,1974-07-01,4,plain stage,patrick sercu (bel),114.0,184.0,saint-malo,caen,bel
1974,1974-07-02,5,plain stage,ronald de witte (bel),103.0,165.0,caen,dieppe,bel
1974,1974-07-03,6a,plain stage,jean-luc molinéris (fra),149.0,239.0,dieppe,harelbeke (belgium),fra
1974,1974-07-03,6b,time trial,molteni,5.6,9.0,harelbeke (belgium),harelbeke (belgium),unknown
1974,1974-07-04,7,plain stage,eddy merckx (bel),137.0,221.0,mons (belgium),châlons-sur-marne,bel
1974,1974-07-05,8a,plain stage,cyrille guimard (fra),85.0,136.0,châlons-sur-marne,chaumont,fra
1974,1974-07-05,8b,plain stage,patrick sercu (bel),94.0,152.0,chaumont,besançon,bel
1974,1974-07-06,9,mountain stage,eddy merckx (bel),150.0,241.0,besançon,gaillard,bel
1974,1974-07-07,10,mountain stage,eddy merckx (bel),81.0,131.0,gaillard,aix-les-bains,bel
1974,1974-07-08,11,mountain stage,vicente lópez carril (esp),124.0,199.0,aix-les-bains,serre chevalier,esp
1974,1974-07-10,12,mountain stage,jos spruyt (bel),144.0,231.0,savines-le-lac,orange,bel
1974,1974-07-11,13,plain stage,barry hoban (gbr),78.0,126.0,avignon,montpellier,gbr
1974,1974-07-12,14,plain stage,jean-pierre genet (fra),155.0,249.0,lodève,colomiers,fra
1974,1974-07-14,15,mountain stage,eddy merckx (bel),140.0,225.0,colomiers,la seu d'urgell (spain),bel
1974,1974-07-15,16,mountain stage,raymond poulidor (fra),130.0,209.0,la seu d'urgell,saint-lary-soulan pla d'adet,fra
1974,1974-07-16,17,mountain stage,jean-pierre danguillaume (fra),74.0,119.0,saint-lary-soulan,la mongie,fra
1974,1974-07-17,18,mountain stage,jean-pierre danguillaume (fra),88.0,141.0,bagnères-de-bigorre,pau,fra
1974,1974-07-18,19a,plain stage,francis campaner (fra),122.0,196.0,pau,bordeaux,fra
1974,1974-07-18,19b,time trial,eddy merckx (bel),7.5,12.0,bordeaux,bordeaux,bel
1974,1974-07-19,20,plain stage,gerard vianen (ned),75.0,120.0,saint-gilles-croix-de-vie,nantes,ned
1974,1974-07-20,21a,plain stage,eddy merckx (bel),70.0,113.0,vouvray,orléans,bel
1974,1974-07-20,21b,time trial,michel pollentier (bel),23.0,37.0,orléans,orléans,bel
1974,1974-07-21,22,plain stage,eddy merckx (bel),91.0,146.0,orléans,paris,bel
1975,1975-06-26,p,time trial,francesco moser (ita),3.7,6.0,charleroi (belgium),charleroi (belgium),ita
1975,1975-06-27,1a,plain stage,cees priem (ned),58.0,94.0,charleroi (belgium),molenbeek (belgium),ned
1975,1975-06-27,1b,plain stage,rik van linden (bel),68.0,109.0,molenbeek (belgium),roubaix,bel
1975,1975-06-28,2,plain stage,ronald de witte (bel),75.0,121.0,roubaix,amiens,bel
1975,1975-06-29,3,plain stage,karel rottiers (bel),110.0,170.0,amiens,versailles,bel
1975,1975-06-30,4,plain stage,jacques esclassan (fra),139.0,223.0,versailles,le mans,fra
1975,1975-07-02,5,plain stage,theo smit (ned),138.0,222.0,sablé-sur-sarthe,merlin-plage,ned
1975,1975-07-02,6,time trial,eddy merckx (bel),9.9,16.0,merlin-plage,merlin-plage,bel
1975,1975-07-03,7,plain stage,francesco moser (ita),147.0,236.0,saint-gilles-croix-de-vie,angoulême,ita
1975,1975-07-04,8,plain stage,barry hoban (gbr),83.0,134.0,angoulême,bordeaux,gbr
1975,1975-07-05,9a,plain stage,theo smit (ned),81.0,131.0,langon,fleurance,ned
1975,1975-07-05,9b,time trial,eddy merckx (bel),23.0,37.0,fleurance,auch,bel
1975,1975-07-07,10,mountain stage,felice gimondi (ita),128.0,206.0,auch,pau,ita
1975,1975-07-08,11,mountain stage,joop zoetemelk (ned),99.0,160.0,pau,saint-lary-soulan pla d'adet,ned
1975,1975-07-09,12,plain stage,gerrie knetemann (ned),150.0,242.0,tarbes,albi,ned
1975,1975-07-10,13,mountain stage,michel pollentier (bel),160.0,260.0,albi,super-lioran,bel
1975,1975-07-11,14,mountain stage,lucien van impe (bel),108.0,174.0,aurillac,puy de dôme,bel
1975,1975-07-13,15,mountain stage,bernard thévenet (fra),135.0,217.0,nice,pra-loup,fra
1975,1975-07-14,16,mountain stage,bernard thévenet (fra),66.0,107.0,barcelonnette,serre chevalier,fra
1975,1975-07-15,17,mountain stage,vicente lópez carril (esp),140.0,225.0,valloire,morzine avoriaz,esp
1975,1975-07-16,18,time trial,lucien van impe (bel),25.0,40.0,morzine,châtel,bel
1975,1975-07-17,19,mountain stage,rik van linden (bel),142.0,229.0,thonon-les-bains,chalon-sur-saône,bel
1975,1975-07-18,20,plain stage,giacinto santambrogio (ita),159.0,256.0,pouilly-en-auxois,melun,ita
1975,1975-07-19,21,plain stage,rik van linden (bel),140.0,220.0,melun,senlis,bel
1975,1975-07-20,22,plain stage,walter godefroot (bel),102.0,164.0,paris,paris (champs-élysées),bel
1976,1976-06-24,p,time trial,freddy maertens (bel),5.0,8.0,saint-jean-de-monts,saint-jean-de-monts,bel
1976,1976-06-25,1,plain stage,freddy maertens (bel),107.0,173.0,saint-jean-de-monts,angers,bel
1976,1976-06-26,2,plain stage,giovanni battaglin (ita),147.0,237.0,angers,caen,ita
1976,1976-06-27,3,time trial,freddy maertens (bel),23.0,37.0,le touquet-paris-plage,le touquet-paris-plage,bel
1976,1976-06-28,4,plain stage,hennie kuiper (ned),160.0,258.0,le touquet-paris-plage,bornem (belgium),ned
1976,1976-06-29,5a,time trial,ti–raleigh–campagnolo,2.0,4.0,leuven (belgium),leuven (belgium),unknown
1976,1976-06-29,5b,plain stage,miguel maría lasa (esp),89.0,144.0,leuven (belgium),verviers (belgium),esp
1976,1976-06-30,6,plain stage,aldo parecchini (ita),130.0,209.0,bastogne,nancy,ita
1976,1976-07-01,7,mountain stage,freddy maertens (bel),128.0,206.0,nancy,mulhouse,bel
1976,1976-07-02,8,mountain stage,jacques esclassan (fra),137.0,220.0,valentigney,divonne-les-bains,fra
1976,1976-07-04,9,mountain stage,joop zoetemelk (ned),160.0,258.0,divonne-les-bains,alpe d'huez,ned
1976,1976-07-05,10,mountain stage,joop zoetemelk (ned),103.0,166.0,le bourg-d'oisans,montgenèvre,ned
1976,1976-07-06,11,mountain stage,josé viejo (esp),139.0,224.0,montgenèvre,manosque,esp
1976,1976-07-08,12,mountain stage,raymond delisle (fra),127.0,205.0,le barcarès,bolquères pyrenees 2000 [fr],fra
1976,1976-07-09,13,mountain stage,willy teirlinck (bel)[13],117.0,188.0,font-romeu-odeillo-via,saint-gaudens,bel
1976,1976-07-10,14,mountain stage,lucien van impe (bel),86.0,139.0,saint-gaudens,saint-lary-soulan,bel
1976,1976-07-11,15,mountain stage,wladimiro panizza (ita),121.0,195.0,saint-lary-soulan,pau,ita
1976,1976-07-12,16,plain stage,michel pollentier (bel),94.0,152.0,pau,fleurance,bel
1976,1976-07-13,17,time trial,ferdinand bracke (bel),24.0,39.0,fleurance,auch,bel
1976,1976-07-14,18a,plain stage,freddy maertens (bel),53.0,86.0,auch,langon,bel
1976,1976-07-14,18b,plain stage,freddy maertens (bel),76.0,123.0,langon,lacanau,bel
1976,1976-07-14,18c,plain stage,gerben karstens (ned),43.0,70.0,lacanau,bordeaux,ned
1976,1976-07-15,19,plain stage,hubert mathis (fra),137.0,220.0,sainte-foy-la-grande,tulle,fra
1976,1976-07-16,20,mountain stage,joop zoetemelk (ned),137.0,220.0,tulle,puy-de-dôme,ned
1976,1976-07-17,21,plain stage,freddy maertens (bel),90.0,145.0,montargis,versailles,bel
1976,1976-07-18,22a,time trial,freddy maertens (bel),4.0,6.0,paris,paris,bel
1976,1976-07-18,22b,plain stage,gerben karstens (ned),57.0,91.0,paris,paris (champs-élysées),ned
1977,1977-06-30,p,time trial,dietrich thurau (frg),3.1,5.0,fleurance,fleurance,frg
1977,1977-07-01,1,plain stage,pierre-raymond villemiane (fra),147.0,237.0,fleurance,auch,fra
1977,1977-07-02,2,mountain stage,dietrich thurau (frg),157.0,253.0,auch,pau,frg
1977,1977-07-03,3,mountain stage,josé nazabal (esp),154.0,248.0,oloron-sainte-marie,vitoria-gasteiz (spain),esp
1977,1977-07-04,4,mountain stage,régis delépine (fra),159.0,256.0,vitoria-gasteiz (spain),seignosse le penon,fra
1977,1977-07-05,5a,plain stage,jacques esclassan (fra),86.0,139.0,morcenx,bordeaux,fra
1977,1977-07-05,5b,time trial,dietrich thurau (frg),19.0,30.0,bordeaux,bordeaux,frg
1977,1977-07-07,6,plain stage,jan raas (ned),140.0,225.0,bordeaux,limoges,ned
1977,1977-07-08,7a,plain stage,patrick sercu (bel),87.0,140.0,jaunay-clan,angers,bel
1977,1977-07-08,7b,time trial,fiat france,2.5,4.0,angers,angers,unknown
1977,1977-07-09,8,plain stage,giacinto santambrogio (ita),153.0,247.0,angers,lorient,ita
1977,1977-07-10,9,mountain stage,klaus-peter thaler (frg),116.0,187.0,lorient,rennes,frg
1977,1977-07-11,10,plain stage,fedor den hertog (ned),108.0,174.0,bagnoles-de-l'orne,rouen,ned
1977,1977-07-12,11,plain stage,jean-pierre danguillaume (fra),150.0,242.0,rouen,roubaix,fra
1977,1977-07-13,12,mountain stage,patrick sercu (bel),120.0,193.0,roubaix,charleroi (belgium),bel
1977,1977-07-14,13a,plain stage,patrick sercu (bel),29.0,46.0,freiburg (west germany),freiburg (west germany),bel
1977,1977-07-14,13b,plain stage,jean-pierre danguillaume (fra),99.0,160.0,altkirch,besançon,fra
1977,1977-07-16,14,mountain stage,bernard quilfen (fra),140.0,230.0,besançon,thonon-les-bains,fra
1977,1977-07-17,15a,mountain stage,paul wellens (bel),65.0,105.0,thonon-les-bains,morzine,bel
1977,1977-07-17,15b,time trial,lucien van impe (bel)[a],8.7,14.0,morzine,avoriaz,bel
1977,1977-07-18,16,mountain stage,dietrich thurau (frg),75.0,121.0,morzine,chamonix,frg
1977,1977-07-19,17,mountain stage,hennie kuiper (ned),115.0,185.0,chamonix,alpe d'huez,ned
1977,1977-07-20,18,mountain stage,no winner[b],124.0,199.0,rossignol voiron,saint-étienne,unknown
1977,1977-07-21,19,plain stage,gerrie knetemann (ned),107.0,172.0,saint-trivier-sur-moignans,dijon,ned
1977,1977-07-22,20,time trial,bernard thévenet (fra),31.0,50.0,dijon,dijon,fra
1977,1977-07-23,21,plain stage,gerrie knetemann (ned),88.0,142.0,montereau-fault-yonne,versailles,ned
1977,1977-07-24,22a,time trial,dietrich thurau (frg),3.7,6.0,paris,paris,frg
1977,1977-07-24,22b,plain stage,alain meslet (fra),57.0,91.0,paris (champs-élysées),paris (champs-élysées),fra
1978,1978-06-29,p,time trial,jan raas (ned),3.1,5.0,leiden (netherlands),leiden (netherlands),ned
1978,1978-06-30,1a,plain stage,jan raas (ned),84.0,135.0,leiden,sint willebrord (netherlands),ned
1978,1978-06-30,1b,plain stage,walter planckaert (bel),62.0,100.0,sint willebrord (netherlands),brussels (belgium),bel
1978,1978-07-01,2,plain stage,jacques esclassan (fra),124.0,199.0,brussels (belgium),saint-amand-les-eaux,fra
1978,1978-07-02,3,plain stage,klaus-peter thaler (frg),152.0,244.0,saint-amand-les-eaux,saint-germain-en-laye,frg
1978,1978-07-03,4,time trial,ti–raleigh–mcgregor,95.0,153.0,évreux,caen,unknown
1978,1978-07-04,5,plain stage,freddy maertens (bel),152.0,244.0,caen,mazé–montgeoffroy,bel
1978,1978-07-05,6,plain stage,sean kelly (ire),101.0,162.0,mazé–montgeoffroy,poitiers,ire
1978,1978-07-06,7,plain stage,freddy maertens (bel),150.0,242.0,poitiers,bordeaux,bel
1978,1978-07-07,8,time trial,bernard hinault (fra),37.0,59.0,saint-émilion,sainte-foy-la-grande,fra
1978,1978-07-08,9,plain stage,miguel maría lasa (esp),145.0,233.0,bordeaux,biarritz,esp
1978,1978-07-10,10,mountain stage,henk lubberding (ned),119.0,192.0,biarritz,pau,ned
1978,1978-07-11,11,mountain stage,mariano martínez (fra),100.0,161.0,pau,saint-lary-soulan pla d'adet,fra
1978,1978-07-12,12a,plain stage,cancelled,98.0,158.0,tarbes,valence d'agen,unknown
1978,1978-07-12,12b,plain stage,jacques esclassan (fra),60.0,96.0,valence d'agen,toulouse,fra
1978,1978-07-13,13,mountain stage,paul wellens (bel),137.0,221.0,figeac,super besse,bel
1978,1978-07-14,14,time trial,joop zoetemelk (ned),32.0,52.0,besse-en-chandesse,puy-de-dôme,ned
1978,1978-07-15,15,mountain stage,bernard hinault (fra),122.0,196.0,saint-dier-d'auvergne,saint-étienne,fra
1978,1978-07-16,16,mountain stage,hennie kuiper (ned),150.0,241.0,st-étienne,alpe d'huez,ned
1978,1978-07-18,17,mountain stage,christian seznec (fra),140.0,225.0,grenoble,morzine,fra
1978,1978-07-19,18,plain stage,gerrie knetemann (ned),85.0,137.0,morzine,lausanne (switzerland),ned
1978,1978-07-20,19,plain stage,marc demeyer (bel),113.0,182.0,lausanne (switzerland),belfort,bel
1978,1978-07-21,20,time trial,bernard hinault (fra),45.0,72.0,metz,nancy,fra
1978,1978-07-22,21,plain stage,jan raas (ned),129.0,207.0,épernay,senlis,ned
1978,1978-07-23,22,plain stage,gerrie knetemann (ned),101.0,162.0,saint germain en laye,paris (champs-élysées),ned
1979,1979-06-27,p,time trial,gerrie knetemann (ned),3.1,5.0,fleurance,fleurance,ned
1979,1979-06-28,1,mountain stage,rené bittinger (fra),140.0,225.0,fleurance,luchon,fra
1979,1979-06-29,2,time trial,bernard hinault (fra),15.0,24.0,luchon,superbagnères,fra
1979,1979-06-30,3,mountain stage,bernard hinault (fra),110.0,180.0,luchon,pau,fra
1979,1979-07-01,4,time trial,ti–raleigh–mcgregor,54.0,87.0,captieux,bordeaux,unknown
1979,1979-07-02,5,plain stage,jan raas (ned),90.0,145.0,neuville-de-poitou,angers,ned
1979,1979-07-03,6,plain stage,jos jacobs (bel),149.0,239.0,angers,saint-brieuc,bel
1979,1979-07-04,7,plain stage,leo van vliet (ned),98.0,158.0,saint-hilaire-du-harcouët,deauville,ned
1979,1979-07-05,8,time trial,ti–raleigh–mcgregor,56.0,90.0,deauville,le havre,unknown
1979,1979-07-06,9,plain stage,ludo delcroix (bel),125.0,201.0,amiens,roubaix,bel
1979,1979-07-07,10,plain stage,jo maas (ned),77.0,124.0,roubaix,brussels (belgium),ned
1979,1979-07-08,11,time trial,bernard hinault (fra),21.0,33.0,brussels (belgium),brussels (belgium),fra
1979,1979-07-09,12,plain stage,christian seznec (fra),120.0,193.0,rochefort (belgium),metz,fra
1979,1979-07-10,13,mountain stage,pierre-raymond villemiane (fra),126.0,202.0,metz,ballon d'alsace,fra
1979,1979-07-11,14,plain stage,marc demeyer (bel),154.0,248.0,belfort,évian-les-bains,bel
1979,1979-07-12,15,time trial,bernard hinault (fra),34.0,54.0,évian-les-bains,morzine avoriaz,fra
1979,1979-07-13,16,mountain stage,lucien van impe (bel),125.0,201.0,morzine avoriaz,les menuires,bel
1979,1979-07-15,17,mountain stage,joaquim agostinho (por),104.0,167.0,les menuires,alpe d'huez,por
1979,1979-07-16,18,mountain stage,joop zoetemelk (ned),74.0,119.0,alpe d'huez,alpe d'huez,ned
1979,1979-07-17,19,plain stage,dietrich thurau (frg),101.0,162.0,alpe d'huez,saint-priest,frg
1979,1979-07-18,20,plain stage,serge parsani (ita),150.0,240.0,saint-priest,dijon,ita
1979,1979-07-19,21,time trial,bernard hinault (fra),30.0,49.0,dijon,dijon,fra
1979,1979-07-20,22,plain stage,gerrie knetemann (ned),117.0,189.0,dijon,auxerre,ned
1979,1979-07-21,23,plain stage,bernard hinault (fra),127.0,205.0,auxerre,nogent-sur-marne,fra
1979,1979-07-22,24,plain stage,bernard hinault (fra),110.0,180.0,le perreux-sur-marne,paris (champs-élysées),fra
1980,1980-06-26,p,time trial,bernard hinault (fra),5.0,8.0,frankfurt (west germany),frankfurt (west germany),fra
1980,1980-06-27,1a,plain stage,jan raas (ned),83.0,133.0,frankfurt (west germany),wiesbaden (west germany),ned
1980,1980-06-27,1b,time trial,ti–raleigh–creda,29.0,46.0,wiesbaden (west germany),frankfurt (west germany),unknown
1980,1980-06-28,2,plain stage,rudy pevenage (bel),171.0,276.0,frankfurt (west germany),metz,bel
1980,1980-06-29,3,plain stage,henk lubberding (ned),175.0,282.0,metz,liège (belgium),ned
1980,1980-06-30,4,time trial,bernard hinault (fra),22.0,35.0,spa (belgium),spa (belgium),fra
1980,1980-07-01,5,plain stage,bernard hinault (fra),155.0,249.0,liège (belgium),lille,fra
1980,1980-07-02,6,plain stage,jean-louis gauthier (fra),134.0,216.0,lille,compiègne,fra
1980,1980-07-03,7a,time trial,ti–raleigh–creda,40.0,65.0,compiègne,beauvais,unknown
1980,1980-07-03,7b,plain stage,jan raas (ned),57.0,92.0,beauvais,rouen,ned
1980,1980-07-04,8,plain stage,bert oosterbosch (ned),102.0,164.0,flers,saint-malo,ned
1980,1980-07-06,9,plain stage,jan raas (ned),127.0,205.0,saint-malo,nantes,ned
1980,1980-07-07,10,plain stage,cees priem (ned),101.0,163.0,rochefort,bordeaux,ned
1980,1980-07-08,11,time trial,joop zoetemelk (ned),32.0,52.0,damazan,laplume,ned
1980,1980-07-09,12,plain stage,gerrie knetemann (ned),121.0,194.0,agen,pau,ned
1980,1980-07-10,13,mountain stage,raymond martin (fra),120.0,200.0,pau,bagnères-de-luchon,fra
1980,1980-07-11,14,plain stage,ludo peeters (bel),117.0,189.0,lézignan-corbières,montpellier,bel
1980,1980-07-12,15,plain stage,bernard vallet (fra),99.0,160.0,montpellier,martigues,fra
1980,1980-07-13,16,mountain stage,jos de schoenmaecker (bel),130.0,209.0,trets,pra-loup,bel
1980,1980-07-14,17,mountain stage,mariano martínez (fra),150.0,242.0,serre chevalier,morzine,fra
1980,1980-07-16,18,mountain stage,ludo loos (bel),124.0,199.0,morzine,prapoutel,bel
1980,1980-07-17,19,mountain stage,sean kelly (ire),87.0,140.0,voreppe,saint-étienne,ire
1980,1980-07-18,20,time trial,joop zoetemelk (ned),21.0,34.0,saint-étienne,saint-étienne,ned
1980,1980-07-19,21,plain stage,sean kelly (ire),129.0,208.0,auxerre,fontenay-sous-bois,ire
1980,1980-07-20,22,plain stage,pol verschuere (bel),116.0,186.0,fontenay-sous-bois,paris (champs-élysées),bel
1981,1981-06-25,p,time trial,bernard hinault (fra),3.7,6.0,nice,nice,fra
1981,1981-06-26,1a,mountain stage,freddy maertens (bel),60.0,97.0,nice,nice,bel
1981,1981-06-26,1b,time trial,ti–raleigh–creda[15],25.0,40.0,nice,nice,unknown
1981,1981-06-27,2,plain stage,johan van der velde (ned),158.0,254.0,nice,martigues,ned
1981,1981-06-28,3,plain stage,freddy maertens (bel),144.0,232.0,martigues,narbonne,bel
1981,1981-06-29,4,time trial,ti–raleigh–creda,48.0,77.0,narbonne,carcassonne,unknown
1981,1981-06-30,5,mountain stage,lucien van impe (bel),73.0,117.0,saint-gaudens,pla d'adet,bel
1981,1981-07-01,6,time trial,bernard hinault (fra),17.0,27.0,nay,pau,fra
1981,1981-07-02,7,plain stage,urs freuler (sui),141.0,227.0,pau,bordeaux,sui
1981,1981-07-03,8,plain stage,ad wijnands (ned),113.0,182.0,rochefort,nantes,ned
1981,1981-07-05,9,plain stage,rené martens (bel),122.0,197.0,nantes,le mans,bel
1981,1981-07-06,10,plain stage,ad wijnands (ned),164.0,264.0,le mans,aulnay-sous-bois,ned
1981,1981-07-07,11,plain stage,daniel willems (bel),153.0,246.0,compiègne,roubaix,bel
1981,1981-07-08,12a,plain stage,freddy maertens (bel),66.0,107.0,roubaix,brussels (belgium),bel
1981,1981-07-08,12b,plain stage,eddy planckaert (bel),86.0,138.0,brussels (belgium),circuit zolder (belgium),bel
1981,1981-07-09,13,plain stage,freddy maertens (bel),98.0,157.0,beringen (belgium),hasselt (belgium),bel
1981,1981-07-10,14,time trial,bernard hinault (fra),24.0,38.0,mulhouse,mulhouse,fra
1981,1981-07-11,15,mountain stage,sean kelly (ire),144.0,231.0,besançon,thonon-les-bains,ire
1981,1981-07-12,16,mountain stage,robert alban (fra),120.0,200.0,thonon-les-bains,morzine,fra
1981,1981-07-14,17,mountain stage,peter winnen (ned),140.0,230.0,morzine,alpe d'huez,ned
1981,1981-07-15,18,mountain stage,bernard hinault (fra),83.0,134.0,le bourg-d'oisans,le pleynet,fra
1981,1981-07-16,19,plain stage,daniel willems (bel),73.0,118.0,veurey,saint-priest,bel
1981,1981-07-17,20,time trial,bernard hinault (fra),29.0,46.0,saint-priest,saint-priest,fra
1981,1981-07-18,21,plain stage,johan van der velde (ned),129.0,207.0,auxerre,fontenay-sous-bois,ned
1981,1981-07-19,22,plain stage,freddy maertens (bel),116.0,187.0,fontenay-sous-bois,paris (champs-élysées),bel
1982,1982-07-02,p,time trial,bernard hinault (fra),4.3,7.0,basel (switzerland),basel (switzerland),fra
1982,1982-07-03,1,mountain stage,ludo peeters (bel),129.0,207.0,basel (switzerland),möhlin (switzerland),bel
1982,1982-07-04,2,plain stage,phil anderson (aus),160.0,250.0,basel (switzerland),nancy,aus
1982,1982-07-05,3,plain stage,daniel willems (bel),83.0,134.0,nancy,longwy,bel
1982,1982-07-06,4,plain stage,gerrie knetemann (ned),136.0,219.0,beauraing (belgium),mouscron (belgium),ned
1982,1982-07-07,5,time trial,cancelled and replaced by stage 9a,45.0,73.0,orchies,fontaine-au-pire,unknown
1982,1982-07-08,6,plain stage,jan raas (ned),145.0,233.0,lille,lille,ned
1982,1982-07-10,7,plain stage,pol verschuere (bel),146.0,235.0,cancale,concarneau,bel
1982,1982-07-11,8,plain stage,frank hoste (bel),125.0,201.0,concarneau,châteaulin,bel
1982,1982-07-12,9a,time trial,ti–raleigh–campagnolo,43.0,69.0,lorient,plumelec,unknown
1982,1982-07-12,9b,plain stage,stefan mutter (sui),86.0,138.0,plumelec,nantes,sui
1982,1982-07-13,10,plain stage,pierre-raymond villemiane (fra),91.0,147.0,saintes,bordeaux,fra
1982,1982-07-14,11,time trial,gerrie knetemann (ned),35.0,57.0,valence d'agen,valence d'agen,ned
1982,1982-07-15,12,mountain stage,sean kelly (ire),155.0,249.0,fleurance,pau,ire
1982,1982-07-16,13,mountain stage,beat breu (sui),76.0,122.0,pau,saint-lary-soulan pla d'adet,sui
1982,1982-07-18,14,time trial,bernard hinault (fra),21.0,33.0,martigues,martigues,fra
1982,1982-07-19,15,mountain stage,pascal simon (fra),129.0,208.0,manosque,orcières-merlette,fra
1982,1982-07-20,16,mountain stage,beat breu (sui),76.0,123.0,orcières-merlette,alpe d'huez,sui
1982,1982-07-21,17,mountain stage,peter winnen (ned),156.0,251.0,le bourg-d'oisans,morzine,ned
1982,1982-07-22,18,plain stage,adrie van houwelingen (ned),145.0,233.0,morzine,saint-priest,ned
1982,1982-07-23,19,time trial,bernard hinault (fra),30.0,48.0,saint-priest,saint-priest,fra
1982,1982-07-24,20,plain stage,daniel willems (bel),100.0,161.0,sens,aulnay-sous-bois,bel
1982,1982-07-25,21,plain stage,bernard hinault (fra),116.0,187.0,fontenay-sous-bois,paris (champs-élysées),fra
1983,1983-07-01,p,time trial,eric vanderaerden (bel),3.7,6.0,fontenay-sous-bois,fontenay-sous-bois,bel
1983,1983-07-02,1,plain stage,frits pirard (ned),101.0,163.0,nogent-sur-marne,créteil,ned
1983,1983-07-03,2,time trial,coop–mercier–mavic,62.0,100.0,soissons,fontaine-au-pire,unknown
1983,1983-07-04,3,mountain stage,rudy matthijs (bel),94.0,152.0,valenciennes,roubaix,bel
1983,1983-07-05,4,plain stage,serge demierre (sui),190.0,300.0,roubaix,le havre,sui
1983,1983-07-06,5,plain stage,dominique gaigne (fra),160.0,257.0,le havre,le mans,fra
1983,1983-07-07,6,time trial,bert oosterbosch (ned),36.0,58.0,châteaubriant,nantes,ned
1983,1983-07-08,7,plain stage,riccardo magrini (ita),134.0,216.0,nantes,île d'oléron,ita
1983,1983-07-09,8,plain stage,bert oosterbosch (ned),138.0,222.0,la rochelle,bordeaux,ned
1983,1983-07-10,9,plain stage,philippe chevallier (fra),129.0,207.0,bordeaux,pau,fra
1983,1983-07-11,10,mountain stage,robert millar (gbr),125.0,201.0,pau,bagnères-de-luchon,gbr
1983,1983-07-12,11,plain stage,régis clère (fra),110.0,177.0,bagnères-de-luchon,fleurance,fra
1983,1983-07-13,12,plain stage,kim andersen (den),162.0,261.0,fleurance,roquefort-sur-soulzon,den
1983,1983-07-14,13,mountain stage,henk lubberding (ned),130.0,210.0,roquefort-sur-soulzon,aurillac,ned
1983,1983-07-15,14,mountain stage,pierre le bigaut (fra),93.0,149.0,aurillac,issoire,fra
1983,1983-07-16,15,time trial,ángel arroyo (esp),9.9,16.0,clermont-ferrand,puy-de-dôme,esp
1983,1983-07-17,16,mountain stage,michel laurent (fra),89.0,144.0,issoire,saint-étienne,fra
1983,1983-07-18,17,mountain stage,peter winnen (ned),139.0,223.0,la tour-du-pin,alpe d'huez,ned
1983,1983-07-20,18,mountain stage,jacques michaud (fra),153.0,247.0,le bourg-d'oisans,morzine,fra
1983,1983-07-21,19,time trial,lucien van impe (bel),9.3,15.0,morzine,avoriaz,bel
1983,1983-07-22,20,plain stage,philippe leleu (fra),181.0,291.0,morzine,dijon,fra
1983,1983-07-23,21,time trial,laurent fignon (fra),31.0,50.0,dijon,dijon,fra
1983,1983-07-24,22,plain stage,gilbert glaus (sui),121.0,195.0,alfortville,paris (champs-élysées),sui
1984,1984-06-29,p,time trial,bernard hinault (fra),3.1,5.0,montreuil,noisy-le-sec,fra
1984,1984-06-30,1,plain stage,frank hoste (bel),93.0,149.0,bondy,saint-denis,bel
1984,1984-07-01,2,plain stage,marc madiot (fra),155.0,249.0,bobigny,louvroil,fra
1984,1984-07-02,3,time trial,renault–elf,32.0,51.0,louvroil,valenciennes,unknown
1984,1984-07-02,4,plain stage,ferdi van den haute (bel),52.0,83.0,valenciennes,béthune,bel
1984,1984-07-03,5,plain stage,paulo ferreira (por),129.0,207.0,béthune,cergy-pontoise,por
1984,1984-07-04,6,plain stage,frank hoste (bel),126.0,202.0,cergy-pontoise,alençon,bel
1984,1984-07-05,7,time trial,laurent fignon (fra),42.0,67.0,alençon,le mans,fra
1984,1984-07-06,8,plain stage,pascal jules (fra),119.0,192.0,le mans,nantes,fra
1984,1984-07-07,9,plain stage,jan raas (ned),210.0,338.0,nantes,bordeaux,ned
1984,1984-07-08,10,plain stage,eric vanderaerden (bel),123.0,198.0,langon,pau,bel
1984,1984-07-09,11,mountain stage,robert millar (gbr),141.0,227.0,pau,guzet-neige,gbr
1984,1984-07-10,12,plain stage,pascal poisson (fra),69.0,111.0,saint-girons,blagnac,fra
1984,1984-07-11,13,plain stage,pierre-henri menthéour (fra),140.0,220.0,blagnac,rodez,fra
1984,1984-07-12,14,mountain stage,fons de wolf (bel),142.0,228.0,rodez,domaine du rouret,bel
